id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
4c0a0bf4-7ff8-4fdb-adf0-4bc9229a7be5,Liz Vieira,1962-12-15,479.989.549-85,75451122,Guerra,AL,Brasil,M,+55 (084) 2039-7030,47998954985@exemplo.com.br,2024-08-17
0b89f662-2d04-4086-8089-ee57675adb56,Gabriela Nunes,1994-06-08,943.581.586-80,00273-030,Vasconcelos do Sul,RR,Brasil,M,+55 71 7179 2399,94358158680@exemplo.com.br,2025-07-10
8a88ee61-d943-401e-a804-3fcfaedd20d7,Sr. Benjamim Abreu,1966-04-03,683.891.754-90,78065-316,Sá,RR,Brasil,F,0900-751-0070,68389175490@exemplo.com.br,2025-05-20
3e4298e9-1206-4ea7-8bd5-6ca075c5a526,Rafael Abreu,1953-10-03,354.563.860-90,13590-475,Cardoso de Duarte,MT,Brasil,F,+55 21 6962 5885,35456386090@exemplo.com.br,2025-06-23
02d95f41-77ca-4507-859f-baf94ca095f9,Luiz Fernando Freitas,1964-03-27,019.997.262-71,42115-534,Campos,SP,Brasil,F,+55 (061) 0574 3359,01999726271@exemplo.com.br,2024-07-29
0a1120c7-f99a-4d3c-bbfc-81f1697260f2,Luan Machado,1954-03-06,764.427.547-68,81575211,Nunes do Sul,SE,Brasil,F,+55 (051) 6894 1515,76442754768@exemplo.com.br,2024-06-17
d6a9b443-8526-4260-bb44-90b101a59856,Ana Cecília Pereira,2005-09-06,822.355.192-65,32459-214,Gomes do Sul,RS,Brasil,M,(071) 9333-2918,82235519265@exemplo.com.br,2024-03-16
59150264-8b41-4825-a81b-856df5d1ed52,Arthur Silva,1977-07-14,220.951.795-44,04439891,Castro,PB,Brasil,M,+55 51 1241 7338,22095179544@exemplo.com.br,2025-08-26
118673af-8981-49f0-9f14-bd182603bc6f,Raquel da Conceição,1982-10-06,303.460.755-06,91876159,Ferreira dos Dourados,DF,Brasil,M,0900-206-8356,30346075506@exemplo.com.br,2025-05-29
85dd7a85-bb48-4c9c-a6a5-9505a7da4eee,Milena Costela,1987-11-12,707.634.404-31,30030-679,Carvalho de Cavalcanti,RO,Brasil,M,+55 (041) 7198 1090,70763440431@exemplo.com.br,2024-10-03
2e28fe73-aeb9-4c3a-a2ba-c6378819ed0a,Sra. Gabriela Farias,1935-06-05,465.497.723-68,90499-091,Vasconcelos,SP,Brasil,F,+55 41 7503-9945,46549772368@exemplo.com.br,2025-06-26
1ce25ca8-5dde-47a8-9143-3fef692a6e51,Luiz Felipe Dias,1993-02-02,024.673.027-52,57829-418,Garcia da Serra,MT,Brasil,M,+55 31 5770 5156,02467302752@exemplo.com.br,2023-12-29
70156581-bfca-4139-a758-a5b694d7d4b6,Alice Oliveira,1961-11-01,376.837.798-36,96673152,Gomes de Melo,TO,Brasil,F,+55 (081) 4730-9447,37683779836@exemplo.com.br,2025-09-22
4ccf2ae1-0166-4af6-a833-5d86888e26b1,Brenda Montenegro,1997-03-01,824.062.418-30,51828-386,da Rosa da Serra,GO,Brasil,M,0900 791 3163,82406241830@exemplo.com.br,2024-05-08
0f5feae3-310d-461d-b975-2740be631f24,Gustavo da Luz,1934-12-11,262.102.272-88,63058-171,Sá do Sul,BA,Brasil,F,0900-863-5012,26210227288@exemplo.com.br,2025-07-18
2286ed4c-df9a-4597-8663-0981af55b3cf,Zoe Garcia,1944-10-05,185.064.890-78,66045-727,Freitas de Minas,MS,Brasil,M,+55 61 2188 8335,18506489078@exemplo.com.br,2024-10-15
1b96c6f4-779b-4805-970b-6a6991d2e6e5,João Pedro da Mota,1954-10-29,098.389.092-49,06315-077,Brito do Amparo,SE,Brasil,M,+55 (084) 6059 4878,09838909249@exemplo.com.br,2024-01-19
e8cc4c39-8f39-4ed0-b648-ef4c57cd3b72,Maria Sophia da Luz,1961-01-11,451.855.291-76,71296267,Ferreira de da Cunha,RR,Brasil,M,(051) 5128 3754,45185529176@exemplo.com.br,2025-01-28
8dd84a37-459c-4708-9b0f-150ac2f3c7ca,Cauê Cavalcante,1964-10-29,266.914.978-09,55455-227,Sampaio,RS,Brasil,F,81 7911 3680,26691497809@exemplo.com.br,2024-07-23
06bb61f8-2614-4516-b74f-88ac1aa4c7b3,Dr. Otto Alves,2000-04-08,011.751.413-54,81338-732,Gomes do Galho,PI,Brasil,M,+55 31 7308 5884,01175141354@exemplo.com.br,2025-08-17
f58cfaf2-6923-4c60-b9af-fdc3a6445470,Nicolas Campos,1947-01-09,283.580.364-33,41676-402,Rios Grande,TO,Brasil,M,0300 070 3198,28358036433@exemplo.com.br,2024-09-07
e3411d03-5c18-4e76-86dc-d0f7c9f027b7,Srta. Maria Cecília da Costa,1940-02-06,087.206.890-24,89695419,Porto,AC,Brasil,F,0300-001-9471,08720689024@exemplo.com.br,2024-10-01
6e24a88b-acaa-4824-9e5e-22543bc5a339,Dr. Isaac Moura,1986-05-06,688.690.103-25,74839-190,Silva,AC,Brasil,M,+55 71 8356 0835,68869010325@exemplo.com.br,2024-09-17
e43f8830-02b0-4f72-9042-30ec1891d2ed,Theo Gomes,1943-11-02,532.419.217-76,00503453,Nascimento do Oeste,PE,Brasil,M,0300-035-6806,53241921776@exemplo.com.br,2025-01-21
0f39395d-2667-4b66-a4d3-dac6c8bf2afa,Davi Miguel Aragão,1987-08-02,622.142.367-39,00086278,Ramos Verde,MG,Brasil,M,+55 (081) 2859 0225,62214236739@exemplo.com.br,2024-07-04
59a88988-6a34-4ac8-98fd-64474b23c9f8,Maria da Cunha,1973-12-03,792.569.899-06,60162372,Brito,RS,Brasil,M,+55 (021) 3418 1541,79256989906@exemplo.com.br,2025-09-13
0fa04bb6-56de-43de-8279-a746dd5bffdf,Helena Leão,2007-06-01,029.522.503-93,52284654,Silveira de Oliveira,AM,Brasil,F,+55 (051) 1961 8975,02952250393@exemplo.com.br,2024-08-11
a5c628c6-2517-4665-9b15-f2a8a7a621a7,Ísis Rocha,1986-03-16,180.379.680-46,11369955,Nascimento,SE,Brasil,F,+55 21 2374 1320,18037968046@exemplo.com.br,2024-08-10
1b0be397-4943-4acd-acac-6f01602c6eb0,Caleb Santos,1974-05-29,059.767.460-89,54448847,Teixeira,MT,Brasil,M,0300-160-6044,05976746089@exemplo.com.br,2024-08-06
cc818efc-e8b3-433d-b971-8d0b4725a574,Calebe Pimenta,1949-09-03,428.299.711-32,48418-698,da Rosa de Minas,MT,Brasil,F,0800 565 5384,42829971132@exemplo.com.br,2023-11-15
62a4ff65-e666-401a-bd18-c5864ccc58c9,Dra. Bruna Monteiro,2007-03-16,527.386.809-90,73043925,Ramos,MS,Brasil,M,+55 (021) 2095-6478,52738680990@exemplo.com.br,2024-06-23
aa2afe57-d555-423c-9af1-d4886f2d33dc,Larissa da Luz,1977-12-04,975.426.520-70,79947010,Ramos de Goiás,SC,Brasil,F,(041) 3562 7837,97542652070@exemplo.com.br,2024-12-02
6ae3b233-1fe5-4161-9481-2d588d237c28,Lucas Gabriel Azevedo,1970-03-20,943.999.370-94,24776-974,das Neves de Mendonça,CE,Brasil,F,+55 71 3931 3472,94399937094@exemplo.com.br,2025-01-05
152712ea-065a-415d-9ba0-161c5aae6e58,Fernando da Conceição,2000-04-15,922.822.273-83,91950587,Melo da Serra,RO,Brasil,F,+55 (031) 9313 6234,92282227383@exemplo.com.br,2023-11-13
ecbc0db4-b0df-48d9-b7c3-5bdd5b44e9c9,Stephany Macedo,1941-08-06,330.249.823-18,77772-295,Barbosa de Minas,PI,Brasil,F,0900 045 2942,33024982318@exemplo.com.br,2024-12-30
18a5c873-4f6e-49fe-977e-8041a971b4f4,Lívia Casa Grande,1958-05-22,275.509.532-12,71920-196,Costela,ES,Brasil,M,+55 31 9783-5764,27550953212@exemplo.com.br,2025-04-04
d14ccdb0-b377-4e57-b9a7-32a941930c9d,Joana Araújo,1995-11-17,642.849.601-58,90082456,da Costa,RS,Brasil,M,21 1313-0552,64284960158@exemplo.com.br,2024-06-20
fb706dcd-0b16-428d-80d8-b67d61fdfc2d,Lorenzo Fonseca,1965-05-14,313.338.321-27,30100-883,Araújo de Teixeira,ES,Brasil,F,+55 (061) 5572 0430,31333832127@exemplo.com.br,2025-02-12
1eea45ea-3581-419a-a77f-9059777e9e54,Anthony Cavalcanti,1977-08-18,506.544.815-71,30476-226,da Cunha,SE,Brasil,M,(081) 5784-8203,50654481571@exemplo.com.br,2024-11-21
98a590a6-d89f-4936-af1f-d17bbdca5339,Isaac Azevedo,2000-05-14,796.061.102-57,26502-827,Caldeira Paulista,DF,Brasil,F,(011) 6101-2640,79606110257@exemplo.com.br,2025-03-30
6fa0d41b-5ace-4f8c-819a-74e4feabd791,Heloisa Machado,1958-02-03,399.447.924-57,46981312,Pastor de Azevedo,AL,Brasil,M,(081) 5305-9853,39944792457@exemplo.com.br,2024-06-12
e64f5780-4c5a-4561-ae8c-3009f021f92a,Luiza Aparecida,1954-12-21,483.421.801-91,57321-917,da Mota do Oeste,PE,Brasil,F,11 3745-3563,48342180191@exemplo.com.br,2024-06-02
d2e6da88-6148-40f6-9c89-a169229ee936,Vinicius Silveira,1978-06-12,425.072.171-64,68941-004,Silva do Oeste,BA,Brasil,F,31 1853 9798,42507217164@exemplo.com.br,2025-10-10
5f3428d2-e1d7-4a06-9dfe-8079d943343b,Zoe Brito,1948-10-22,134.117.685-36,98594-730,Cavalcanti do Oeste,PR,Brasil,M,71 0225 6261,13411768536@exemplo.com.br,2025-07-12
c47dc879-7b86-44e3-829e-0260a91b4183,Vicente da Mata,1936-10-20,476.599.675-75,76096-402,da Conceição,AL,Brasil,F,+55 81 0492-8112,47659967575@exemplo.com.br,2024-01-24
261ad09a-5edc-48b6-aaf9-8fc443db7ed1,João Lucas Teixeira,1945-10-14,082.362.531-49,33227639,Moreira do Norte,CE,Brasil,M,(081) 5731 8909,08236253149@exemplo.com.br,2025-03-01
1bf7d92c-b230-4101-8ede-1f2b09d2d136,Lívia da Cruz,1996-06-23,655.096.871-60,07101-366,Sousa Paulista,RR,Brasil,F,+55 (081) 1495 5895,65509687160@exemplo.com.br,2024-01-07
5cfb3849-363b-4d4d-9edc-0fb28f2c299b,Francisco Andrade,1948-05-02,108.072.673-96,51395895,Macedo,RS,Brasil,F,(051) 2067 0792,10807267396@exemplo.com.br,2024-11-08
b9792f70-7cc6-446e-ba34-922dd6c893b5,Davi Lucca Sales,1984-09-18,831.770.407-45,93083-257,Nascimento de Jesus,CE,Brasil,M,(081) 9298-2500,83177040745@exemplo.com.br,2025-06-27
428c19e0-b3e7-47a8-99e1-3aa921005f43,Davi Lucas da Cruz,1989-04-21,847.883.506-05,45829-208,Gonçalves,CE,Brasil,M,(071) 9034-8122,84788350605@exemplo.com.br,2024-12-26
933c55b8-6e07-40a5-8a5b-fd3c778e7dce,João Leão,2007-01-31,041.686.676-80,59445543,da Luz,DF,Brasil,F,(031) 1247 9907,04168667680@exemplo.com.br,2024-06-30
1c5295f0-f7cf-41ac-99ea-48b68e4cd39b,Maria Isis Fonseca,1959-01-25,343.660.163-47,07816176,Pastor da Praia,MG,Brasil,M,+55 (021) 9989 9271,34366016347@exemplo.com.br,2024-10-25
1b469fd9-bde1-46f3-92c2-00210446a8b2,Manuela Pimenta,1972-11-15,962.534.481-50,89702-717,Barbosa,AM,Brasil,F,+55 11 1585 3499,96253448150@exemplo.com.br,2024-09-23
f2414cd6-a478-4b38-9cab-6d58bbb64e02,Maria Cecília Dias,1951-10-13,978.652.043-77,61881-007,Cavalcanti,PI,Brasil,M,(021) 6769 6998,97865204377@exemplo.com.br,2025-10-29
1454e273-576b-406b-9852-b719b74107f8,Valentina da Luz,1956-01-29,039.719.595-74,36541-280,Lopes,ES,Brasil,F,(021) 4066 3776,03971959574@exemplo.com.br,2024-10-07
83acc049-519c-4ed7-bcf1-54b28dfd43f5,Maria Fernanda Gomes,1998-08-30,061.906.864-92,35749-359,Lima das Flores,AL,Brasil,F,31 0123-9038,06190686492@exemplo.com.br,2025-06-03
bfc843dc-fc49-4327-8d85-70c323af2606,Augusto Rios,1943-11-05,025.304.008-07,30597892,Abreu dos Dourados,AL,Brasil,F,+55 71 5594-1100,02530400807@exemplo.com.br,2024-05-23
a88cb237-6c62-4246-87b0-c640082298a8,Yago Ramos,1985-08-26,930.838.339-37,32328297,Fogaça,SP,Brasil,M,71 0671 4011,93083833937@exemplo.com.br,2024-10-23
d3f1e9c1-219a-4dfd-9a53-c1ea3ad0863f,Luiza Gomes,1942-11-25,368.996.826-02,93148-775,Santos Alegre,PB,Brasil,M,+55 21 5780-4611,36899682602@exemplo.com.br,2024-01-24
722e80e0-d2f9-42c4-a7f3-9e7be4e68747,Dr. Henrique Aparecida,1937-02-14,613.034.423-57,23030043,Moura de Goiás,RR,Brasil,M,(051) 8572-7546,61303442357@exemplo.com.br,2024-04-08
c2221e73-78de-4a8f-9ff4-02ca919e5959,Dr. Gabriel Fogaça,1990-06-07,015.621.964-31,61118603,Melo da Prata,DF,Brasil,F,+55 21 6728-9686,01562196431@exemplo.com.br,2025-09-04
71566528-3f10-466a-abec-456d3335c426,Emilly Peixoto,1941-02-17,323.447.819-45,42726-147,Nogueira do Norte,RS,Brasil,M,+55 (051) 9200 1997,32344781945@exemplo.com.br,2024-04-14
4619add7-b4c9-4ba7-b4f2-6d312bc6daf7,Luna da Paz,1954-03-22,764.882.536-21,43096366,Sampaio,BA,Brasil,M,61 9812-8687,76488253621@exemplo.com.br,2025-03-27
97002e67-eb20-4f9c-9cca-c97f3acf425d,Dr. Lucas Teixeira,2003-09-25,123.249.858-99,60953-093,Barros de Sousa,MS,Brasil,M,61 4218-9282,12324985899@exemplo.com.br,2025-06-25
c2059431-b131-44ce-947b-7c2af0662867,Rafael da Mota,1979-06-04,704.650.924-33,95486-342,Gonçalves,RN,Brasil,M,(031) 4280 3274,70465092433@exemplo.com.br,2025-10-20
c1ca8dbc-4044-4159-ae56-82f988d22089,Dra. Maria Vitória Dias,1969-09-14,275.748.205-96,64602888,Oliveira,MA,Brasil,M,(051) 0672 4776,27574820596@exemplo.com.br,2024-08-01
783f3be0-8449-4c67-a073-56859b180679,Caio da Cruz,1952-07-21,299.319.365-30,70057590,Novais Verde,PA,Brasil,M,(081) 0741 6329,29931936530@exemplo.com.br,2024-10-03
0dbb2c75-dfef-4483-81f2-8d890270fc19,Thiago Nogueira,2002-04-03,371.383.552-57,93435-636,Pinto,MT,Brasil,M,+55 (021) 5637 5751,37138355257@exemplo.com.br,2024-08-17
90949a6b-5ce6-4b28-bb98-339a98ade9e5,Gael Cirino,1986-07-14,940.126.357-70,70727-867,Macedo,AL,Brasil,M,+55 41 8670 6556,94012635770@exemplo.com.br,2025-06-09
9a3ea24c-0c26-4171-800e-2f1669d5331a,Maria Vasconcelos,1997-05-29,343.624.206-44,70265372,Sales,AP,Brasil,M,0300-084-3430,34362420644@exemplo.com.br,2024-08-18
621a7b00-6437-4d1c-8656-a42f1049dd40,Gustavo Henrique Campos,1993-07-02,860.879.164-14,43315364,Ferreira,RS,Brasil,F,21 9889-7393,86087916414@exemplo.com.br,2024-08-26
ed4ebd77-f7dc-49c2-becf-106a415684c9,Luna Peixoto,1952-02-04,820.364.158-28,37683703,Campos das Flores,SC,Brasil,F,+55 (011) 4900-3865,82036415828@exemplo.com.br,2024-05-06
15f5a7f1-f2f7-4db1-92a7-fbc78298b8c9,Gabriel da Mata,1970-11-19,752.678.077-78,22972717,da Rocha de Sousa,PA,Brasil,F,+55 (041) 1250 0931,75267807778@exemplo.com.br,2024-12-08
463416a6-42dd-496d-b038-6193ca1f078a,Augusto Silveira,1974-10-22,268.692.952-90,72220279,Barbosa da Serra,PR,Brasil,F,31 9274-1484,26869295290@exemplo.com.br,2024-09-05
2caad581-8f4b-4146-9e38-1590ea6803c2,Eduarda Sousa,1951-03-11,663.966.196-55,69639-920,Nogueira das Flores,RO,Brasil,F,(071) 9851 7876,66396619655@exemplo.com.br,2025-06-26
2b0c0ce3-cecb-4c1d-a6d5-e6425e2e0071,Cauê Freitas,1936-04-08,909.059.820-60,81094-820,Rios Verde,MG,Brasil,F,(051) 0137 7775,90905982060@exemplo.com.br,2025-09-06
a3ab98ca-42b6-45d5-83f7-143c80f212bf,Ian Araújo,1965-10-17,405.286.093-48,25238-812,Peixoto Grande,TO,Brasil,F,+55 (084) 9342-2018,40528609348@exemplo.com.br,2025-06-30
b134a6ad-9485-4f97-b938-00014d930490,Rhavi Aragão,1979-11-03,639.443.160-28,89198859,Nascimento,TO,Brasil,F,(031) 4246 0244,63944316028@exemplo.com.br,2025-03-12
b980eb15-7bf3-4ad0-bf58-3a931cc8e198,Rebeca Pereira,1974-10-23,844.574.224-35,80560688,Martins do Campo,RS,Brasil,F,+55 71 9653-2208,84457422435@exemplo.com.br,2025-09-28
8101605c-c5d5-49b1-a6dc-42fb587175f4,Cecília Azevedo,1982-03-13,666.421.062-73,42122845,Alves,BA,Brasil,F,+55 21 6866-2369,66642106273@exemplo.com.br,2025-07-08
8420dfe1-9ce7-4c5a-bc20-fb418485ac94,Ravi Fogaça,1947-07-09,554.378.787-16,88033192,Nogueira do Amparo,MS,Brasil,M,0300-476-1765,55437878716@exemplo.com.br,2024-08-29
6d4580da-2900-43e8-828b-0cda7b99d97d,Melina Aragão,1984-06-10,209.838.866-02,11973-968,Sá do Sul,RN,Brasil,M,+55 (011) 1877-6958,20983886602@exemplo.com.br,2025-06-29
d8fee54b-94e9-4fc5-8357-214c946967d6,Srta. Maria Flor Farias,1994-11-06,886.068.232-44,57744208,Rodrigues do Oeste,MT,Brasil,F,+55 (084) 9738-4965,88606823244@exemplo.com.br,2024-09-13
528633e5-57b8-4c40-a76b-48845c3ccf2c,Ana Laura Rezende,1936-11-27,452.550.714-72,18522594,Mendes,SC,Brasil,M,+55 (084) 5456-7855,45255071472@exemplo.com.br,2024-04-19
d178865f-e3b8-4ab1-9d45-df23bdf65415,Rebeca Ramos,1989-07-21,431.094.183-81,57919-003,Fernandes,PE,Brasil,F,+55 (011) 7263 4420,43109418381@exemplo.com.br,2025-07-04
2031119d-5643-47c4-85e9-500489f74172,Stella Cavalcanti,1965-09-11,103.262.272-48,42705668,da Paz do Galho,MT,Brasil,F,31 8163-4063,10326227248@exemplo.com.br,2025-08-20
fd4879e0-c96e-4ded-ad09-2704ccf07ae6,Sra. Ana Laura da Conceição,1974-02-17,931.506.155-44,88195-681,da Rocha,GO,Brasil,F,+55 84 1198 8142,93150615544@exemplo.com.br,2024-01-18
9439bc84-db6c-418b-93ea-5be404a543ba,Melina Moreira,1963-03-23,110.278.143-20,86694512,Pereira de Goiás,RN,Brasil,F,11 9297 2523,11027814320@exemplo.com.br,2025-02-14
0a2ce56e-3033-4ec9-acf3-57511d0c9298,Pietro Oliveira,1968-07-11,555.417.124-26,22612395,Leão da Praia,DF,Brasil,F,(081) 0727 4648,55541712426@exemplo.com.br,2024-06-11
ac95e534-35ff-431f-a282-dbaa6e21ca8b,José Pedro Cirino,1995-09-05,309.142.524-12,47686-189,Pereira,RS,Brasil,F,+55 11 4821-9433,30914252412@exemplo.com.br,2024-05-06
ba174e57-0e65-444e-b80e-1466a0cfc0b8,Benjamin Vasconcelos,1975-04-13,591.379.196-08,22854-257,da Rosa da Praia,RO,Brasil,F,+55 (041) 5113 3767,59137919608@exemplo.com.br,2023-11-06
d8c4438e-5d35-428d-994a-ba6463ed2b47,José Campos,1963-07-07,628.505.223-42,25055-882,Araújo,ES,Brasil,F,+55 (021) 4650 2677,62850522342@exemplo.com.br,2024-07-21
212e0f1e-9391-4f81-ad4d-00f1f46a61a3,Enzo Moreira,1944-05-30,126.881.928-78,30471332,Aragão da Praia,PE,Brasil,M,(021) 8985 3156,12688192878@exemplo.com.br,2024-10-05
0cb2ca6a-0e16-4b6e-ad43-65b597889b83,Bianca Oliveira,1960-04-16,428.970.320-52,10701-947,Rocha,PB,Brasil,M,+55 (051) 2212 3481,42897032052@exemplo.com.br,2024-12-15
a6281e90-0816-4c79-be52-73387a3fa87c,Pietra Borges,1975-01-20,730.448.926-52,22717-859,Pimenta do Campo,AP,Brasil,F,0300 214 1305,73044892652@exemplo.com.br,2025-06-11
ef4f7762-74d3-450e-b695-c2f8673be528,Thiago Moura,1962-06-13,347.906.340-32,05045039,Mendes de Monteiro,PA,Brasil,F,(051) 8654 3282,34790634032@exemplo.com.br,2024-11-22
fc3e6952-8fa0-4210-970f-41387636941d,Sr. Heitor Costela,1984-04-06,673.432.924-82,76498223,Fogaça de Cassiano,RJ,Brasil,M,71 6646-5103,67343292482@exemplo.com.br,2024-06-08
f0bdd98d-9f31-4525-bad2-6e1a6a5242d6,Luiz Otávio Nogueira,1985-05-03,233.507.876-63,54825380,Garcia,RS,Brasil,F,(081) 0007-5927,23350787663@exemplo.com.br,2024-01-18
4ee7a0c6-5ed0-490b-b4ac-69adb1ec23ac,André Cassiano,1989-07-01,216.262.071-34,26842659,Casa Grande de Costela,RS,Brasil,M,+55 41 3761 7247,21626207134@exemplo.com.br,2025-01-09
c556ae89-1110-430e-be38-6cf2ba45ce98,Mariane Barbosa,1983-12-06,496.079.817-56,86585789,Castro,DF,Brasil,M,61 3080 8147,49607981756@exemplo.com.br,2024-08-14
3450bfe8-38a6-4429-916a-bac8acb9c5a0,Calebe Garcia,1991-04-13,262.014.510-61,14637571,Pimenta Paulista,PR,Brasil,M,+55 (021) 6272 3487,26201451061@exemplo.com.br,2025-08-17
0146f362-6ec5-44cb-801f-c8d430f0465a,Matheus Duarte,1936-07-04,900.749.799-27,85523-794,Castro de Nogueira,PI,Brasil,F,+55 (071) 4475 9376,90074979927@exemplo.com.br,2025-10-17
24060d49-c88a-4e41-a3d9-d3883d4586e0,Maria Liz Nogueira,1973-03-18,565.389.116-40,35392-637,Ribeiro de Porto,DF,Brasil,F,+55 51 2345 9250,56538911640@exemplo.com.br,2024-06-27
cd1287d3-5317-4a0a-9883-0097b8790f15,Fernando Marques,2006-06-15,981.364.435-66,76553-118,da Mata das Flores,RJ,Brasil,M,81 3269 0369,98136443566@exemplo.com.br,2024-10-22
595d7504-69d7-4941-b622-376008a24f62,Sr. Luiz Otávio Castro,1997-07-04,299.682.641-87,18986-786,Castro do Campo,SP,Brasil,M,61 4168-0385,29968264187@exemplo.com.br,2024-09-26
eff8ab58-5532-4223-b306-fe5c97fbc01e,Lunna Aragão,2002-03-10,562.469.950-80,24078586,Barros,PE,Brasil,M,+55 21 0561 8251,56246995080@exemplo.com.br,2023-12-04
8616c224-0d22-4ad4-a583-f4e0baa4e9eb,Maysa Lima,1978-10-24,379.053.110-26,29950547,da Costa,MT,Brasil,F,31 5878-5495,37905311026@exemplo.com.br,2025-04-19
98c9ff7c-0c87-4998-b98b-4adee23f61cb,Maysa Vasconcelos,1995-04-13,002.282.807-74,02447-234,Farias de Lima,AL,Brasil,M,+55 11 0551-3288,00228280774@exemplo.com.br,2024-04-01
098aebbf-cfd4-4eed-b18c-d0ffb684ea3c,Srta. Pietra Barbosa,1993-11-27,978.533.359-13,92943-836,da Cunha dos Dourados,AL,Brasil,M,+55 41 7629-0085,97853335913@exemplo.com.br,2024-06-19
f6da8454-8045-41af-9256-7247f7671064,Caio Sousa,1946-12-22,616.135.886-11,73040-797,Vasconcelos do Oeste,PA,Brasil,F,+55 (031) 4519 9661,61613588611@exemplo.com.br,2025-08-10
8ae57517-1574-4982-9188-a2d1c8da8acf,Benjamim Martins,1998-01-27,720.103.921-41,63431463,Monteiro,RJ,Brasil,M,11 5407-8050,72010392141@exemplo.com.br,2024-06-07
c6aeb408-3b31-423c-b130-7ba23e08a273,Bruna Pacheco,1943-11-04,692.849.848-98,74948-004,Ramos do Norte,GO,Brasil,M,(011) 7024-6189,69284984898@exemplo.com.br,2025-01-20
e72414f5-e709-4feb-ac4c-87cb406347ff,Melissa Peixoto,1966-11-26,893.928.076-72,38337-841,Vargas da Serra,AC,Brasil,F,81 7010 1616,89392807672@exemplo.com.br,2024-06-08
afb560a6-9901-4492-bf64-f8f4a51e5c03,Dr. Raul das Neves,1999-07-30,378.289.935-41,72832063,Oliveira das Flores,PI,Brasil,F,21 7976 9913,37828993541@exemplo.com.br,2024-03-11
0b0084cf-4b70-4d82-80a5-63310b373300,Gael Henrique Fonseca,1991-02-28,731.631.688-03,63716-169,Teixeira,MA,Brasil,M,0800-186-6492,73163168803@exemplo.com.br,2025-02-20
d0599c95-c9ad-4987-9d9a-25f67842a9bb,Matheus Sá,1978-06-22,188.800.601-26,94109386,Silveira,DF,Brasil,F,0500-147-4825,18880060126@exemplo.com.br,2024-02-12
7ecfc9dd-a2ea-429c-8f87-9222d5b18455,Oliver Leão,1957-03-21,477.846.496-89,33246931,Porto do Norte,PB,Brasil,F,0500-002-9250,47784649689@exemplo.com.br,2024-02-06
6cfdabe2-9033-4301-a92f-05363975f29a,Alícia Duarte,1964-04-26,673.000.138-69,46279-277,Carvalho Verde,PE,Brasil,F,+55 (081) 5624-5438,67300013869@exemplo.com.br,2023-11-05
6c31919e-680b-4fa0-a822-adc560ca2351,Otto da Cunha,1950-09-03,632.431.951-14,72412-719,Jesus,RN,Brasil,M,+55 61 0224 3410,63243195114@exemplo.com.br,2024-01-23
e56c49b9-9d59-4a77-81eb-793becfc4290,Bárbara Moura,1936-06-13,338.826.339-01,01796-525,Gonçalves de Aragão,MA,Brasil,F,+55 11 5131-4846,33882633901@exemplo.com.br,2025-02-19
08b73234-1bd9-4f09-bf74-a3423c66d36c,Carlos Eduardo Pereira,1948-04-05,481.787.434-81,19760-868,das Neves de da Luz,GO,Brasil,F,(021) 5219 0025,48178743481@exemplo.com.br,2025-05-23
047437ed-4e4e-4fbc-aaa8-e6679e2e243c,Thomas Brito,1984-10-30,537.275.183-38,30509-200,Silveira,MA,Brasil,M,31 1526-3255,53727518338@exemplo.com.br,2025-04-16
dc20bee9-0f0d-4999-9240-94f345da0dd8,Henry Gabriel Guerra,1982-10-22,116.738.448-09,18320-897,Monteiro,SE,Brasil,M,11 4657-6567,11673844809@exemplo.com.br,2025-05-11
b85c3acf-89ae-4a2a-ab71-7088b01aaa3e,Larissa Cavalcanti,1999-05-01,437.011.023-57,62621-627,Camargo,RS,Brasil,F,(081) 7328 0623,43701102357@exemplo.com.br,2024-01-21
755057a8-3e56-48e6-b591-331048255282,Yan Barbosa,1993-03-22,164.650.121-83,86060-559,Brito,RR,Brasil,F,+55 (041) 9890-5661,16465012183@exemplo.com.br,2024-11-27
d956e586-d0b8-4460-a8f5-c12495f99b97,Caio Andrade,1985-08-14,415.340.331-26,14710-624,Silva,AC,Brasil,F,61 3045 9851,41534033126@exemplo.com.br,2024-04-28
98525551-096d-483d-ab5b-943909cc62a4,Maria Júlia Dias,1962-02-07,459.915.193-15,80380-453,Guerra de Goiás,GO,Brasil,M,+55 (031) 2469 2158,45991519315@exemplo.com.br,2024-07-29
4bd22427-6924-486b-ac5f-56459cd4274d,Sr. João Pedro Fonseca,1938-02-07,250.841.278-83,28443-312,Casa Grande,RS,Brasil,M,84 4285-6915,25084127883@exemplo.com.br,2024-03-19
d6027fe1-5e07-48f9-8b9c-6dddf524472e,Ana Sophia Guerra,1952-12-19,114.554.842-43,72183563,Vargas de Minas,PA,Brasil,M,+55 41 1764-7912,11455484243@exemplo.com.br,2024-09-17
c48b7f77-c58d-450f-95ac-5e8d6e940d99,Yuri Oliveira,1937-04-16,621.850.934-70,36256-623,Fonseca dos Dourados,CE,Brasil,F,11 7137-8733,62185093470@exemplo.com.br,2025-07-27
59afa0ed-6b68-4e67-8a1c-a317ec6110e5,Gustavo Henrique Gomes,1985-07-30,078.321.471-25,51188826,Cavalcante,ES,Brasil,M,11 2508-4038,07832147125@exemplo.com.br,2025-06-28
